signal,family,symbols,timeframe,passed,oos_sharpe,oos_total_return,oos_max_dd,oos_profit_factor,oos_win_rate,oos_trades,oos_cagr,oos_exposure,is_sharpe,wf_sharpe,wf_positive_windows,mc_dd_p05,mc_prob_loss,sens_retention,lag_sharpe,worst_regime_dd,deflated_prob,robustness_score,reject_reasons,best_params
ensemble_vote,hybrid,NULL4,1h,False,2.0749488462005936,0.4650516586301512,-0.21196115392976156,1.9698633633314142,0.41509433962264153,53,1.533305809206389,0.41694444444444445,0.7702387131009447,1.5179903924594151,0.75,-0.37439360324761933,0.105,0.973605841924596,2.737896906407928,-0.195381690347872,0.8672311998703479,76.38,MC p05 drawdown 37.4% > 35%,{'min_agree': 0.75}
mtf_trend,trend,NULL1,1h,False,3.0488938550303395,1.2190493938523703,-0.27833805530866274,2.5331774451216256,0.4186046511627907,43,5.959430042018311,0.5911111111111111,-0.9478920294489113,2.35181204835579,0.75,-0.4515746408161369,0.065,0.0,3.183454707824912,-0.20591701140310126,0.8689961265414065,68.71,OOS maxDD 27.8% > 25%; MC p05 drawdown 45.2% > 35%; param retention 0.00 < 0.3 (performance is a parameter spike),"{'htf_rule': '1D', 'htf_fast': 10, 'htf_slow': 30, 'ltf_fast': 10, 'ltf_slow': 50}"
tsmom,momentum,NULL2,1h,False,2.214757915682488,0.8787048975116332,-0.34529242360453993,2.08745079577513,0.31521739130434784,92,3.6406021883631396,1.0,1.264467358290692,2.014269241988747,1.0,-0.5620637713479117,0.085,0.5904217138895147,1.8556821197603703,-0.31056273335959383,0.5983259899980419,68.57,OOS maxDD 34.5% > 25%; MC p05 drawdown 56.2% > 35%; deflated P(SR>0) 0.60 < 0.8 (not distinguishable from luck over 962 trials),"{'lookback': 168, 'vol_scale': True, 'vol_window': 50, 'target_vol': 0.01}"
weighted_composite,hybrid,NULL2,1h,False,1.7725585080782011,0.5992996934473189,-0.38499748591183647,2.2684129910706146,0.2,40,2.1359360029208507,0.9430555555555555,1.1271898839463728,1.7814256043077275,1.0,-0.5822034551416191,0.1625,0.600450731133932,1.696869521971765,-0.32368481193139664,0.6381089306694897,67.02,OOS maxDD 38.5% > 25%; MC p05 drawdown 58.2% > 35%; deflated P(SR>0) 0.64 < 0.8 (not distinguishable from luck over 962 trials),"{'w_trend': 0.4, 'w_mom': 0.4, 'w_rev': 0.0}"
ensemble_vote,hybrid,NULL1,1h,False,2.0771948740162403,0.6047342383693795,-0.16561593040462608,2.3062212322851585,0.3488372093023256,43,2.161936409719433,0.8144444444444444,-1.357248352187533,2.476630118528413,1.0,-0.46528959233514683,0.135,0.0,1.6058155923866932,-0.19477506553420398,0.8521466999305366,66.69,MC p05 drawdown 46.5% > 35%; param retention 0.00 < 0.3 (performance is a parameter spike),{'min_agree': 0.5}
squeeze_breakout,volatility,NULL4,1h,False,2.1279688307088236,0.5682141476258409,-0.3257612496847475,1.9686054638945194,0.5185185185185185,27,1.9896373497906819,0.4116666666666667,1.2228858437196755,1.7575375903684853,0.75,-0.40826621945701763,0.09,0.4838732655551559,2.177890531476964,-0.3034716203550656,0.7527341701386946,66.69,OOS maxDD 32.6% > 25%; MC p05 drawdown 40.8% > 35%; deflated P(SR>0) 0.75 < 0.8 (not distinguishable from luck over 962 trials),"{'bb_window': 20, 'squeeze_q': 0.25, 'rank_window': 200, 'channel': 20, 'hold': 48}"
ema_cross,trend,NULL1,1h,False,3.1529720907827103,1.7786083326975657,-0.30347370204838775,7.83645659948731,0.5555555555555556,9,11.030396005290285,1.0,-0.7782657509162642,2.337705731889293,0.75,-0.552741830095338,0.0375,0.0,2.8864332652388858,-0.21685344304979204,0.8211693901908477,66.43,OOS maxDD 30.3% > 25%; 9 OOS trades < 25; MC p05 drawdown 55.3% > 35%; param retention 0.00 < 0.3 (performance is a parameter spike),"{'fast': 80, 'slow': 300, 'allow_short': True}"
mtf_trend,trend,NULL4,1h,False,1.6935892562750805,0.4797621051108871,-0.2805576628694999,1.5504159075097361,0.25925925925925924,54,1.5956653266642529,0.5713888888888888,3.011637010826114,2.132477424164386,0.75,-0.5218189631167156,0.1625,0.819957366006442,1.385886580173955,-0.24465374459476552,0.6351636465278518,62.46,OOS maxDD 28.1% > 25%; MC p05 drawdown 52.2% > 35%; deflated P(SR>0) 0.64 < 0.8 (not distinguishable from luck over 962 trials),"{'htf_rule': '1D', 'htf_fast': 10, 'htf_slow': 20, 'ltf_fast': 10, 'ltf_slow': 50}"
orderflow_proxy,structure,NULL2,1h,False,1.9804568404627003,0.5416874241029943,-0.2629354239202448,1.5150182733204536,0.5050505050505051,99,1.8680376136075196,0.4597222222222222,1.077024167775134,2.010123983252348,0.75,-0.413666452776754,0.115,0.2943195395989296,1.9649760277281896,-0.1896992400764158,0.6662163937003847,61.64,OOS maxDD 26.3% > 25%; MC p05 drawdown 41.4% > 35%; param retention 0.29 < 0.3 (performance is a parameter spike); deflated P(SR>0) 0.67 < 0.8 (not distinguishable from luck over 962 trials),"{'window': 20, 'entry_z': 1.5, 'exit_z': 0.25}"
vol_regime_momentum,volatility,NULL4,1h,False,2.4935625736891742,0.6673270779597613,-0.16977942517893174,1.606160540569616,0.49107142857142855,112,2.470569395479712,0.5336111111111111,2.059152587884527,3.061408168180595,1.0,-0.3716573583638732,0.075,-0.008565338286703255,2.5456257291320536,-0.1956014251854462,0.2302085149820332,60.88,MC p05 drawdown 37.2% > 35%; param retention -0.01 < 0.3 (performance is a parameter spike); deflated P(SR>0) 0.23 < 0.8 (not distinguishable from luck over 962 trials),"{'lookback': 336, 'vol_window': 20, 'ref_window': 200, 'trade_in': 'low'}"
